"0.5"	"1"	"1.5"	"2"	"2.5"	"3"	"3.5"	"4"	"4.5"	"5"	"5.5"	"6"	"6.5"	"7"	"7.5"	"8"	"8.5"	"9"	"9.5"	"10"	"10.5"	"11"	"11.5"	"12"
"80312"	"12"	"24"	"31"	"32"	"42"	"72"	"86"	"89"	"85"	"94"	"105"	"105"	"92"	"43"	"46"	"290"	"296"	"259"	"341"	"349"	"386"	"288"	"447"	"214"
"83605"	"12"	"28"	"15"	"44"	"106"	"72"	"41"	"127"	"138"	"135"	"82"	"129"	"103"	"115"	"189"	"151"	"161"	"350"	"336"	"346"	"382"	"395"	"442"	"457"
"4102"	"12"	"3"	"36"	"41"	"93"	"83"	"109"	"116"	"41"	"81"	"54"	"70"	"199"	"228"	"196"	"289"	"230"	"318"	"340"	"305"	"168"	"555"	"227"	"228"
"7476"	"12"	"28"	"27"	"40"	"57"	"34"	"83"	"42"	"89"	"97"	"68"	"125"	"87"	"95"	"107"	"196"	"211"	"222"	"228"	"245"	"262"	"406"	"307"	"329"
"357"	"12"	"15"	"10"	"5"	"5"	"105"	"91"	"33"	"29"	"28"	"34"	"43"	"41"	"46"	"205"	"109"	"37"	"88"	"74"	"183"	"191"	"550"	"107"	"120"
"10215"	"12"	"15"	"10"	"5"	"44"	"53"	"65"	"78"	"62"	"69"	"76"	"117"	"179"	"125"	"118"	"135"	"140"	"144"	"304"	"431"	"167"	"314"	"221"	"314"
"89780"	"12"	"28"	"27"	"40"	"57"	"34"	"83"	"42"	"89"	"97"	"68"	"125"	"87"	"95"	"107"	"196"	"211"	"222"	"228"	"245"	"262"	"406"	"307"	"329"
"8321"	"12"	"28"	"27"	"40"	"57"	"34"	"83"	"42"	"89"	"97"	"68"	"125"	"87"	"95"	"107"	"196"	"211"	"222"	"228"	"245"	"262"	"406"	"307"	"329"
"6608"	"12"	"28"	"51"	"40"	"57"	"34"	"83"	"42"	"89"	"97"	"68"	"125"	"87"	"95"	"107"	"196"	"211"	"222"	"228"	"245"	"262"	"274"	"300"	"320"
"29126"	"12"	"28"	"11"	"59"	"70"	"101"	"143"	"140"	"154"	"177"	"152"	"165"	"246"	"280"	"320"	"368"	"382"	"388"	"421"	"303"	"336"	"349"	"80"	"540"
"3597"	"12"	"28"	"51"	"7"	"23"	"118"	"145"	"118"	"8"	"170"	"42"	"109"	"120"	"135"	"152"	"284"	"273"	"77"	"225"	"208"	"220"	"233"	"258"	"276"
"241"	"12"	"25"	"46"	"13"	"76"	"91"	"58"	"123"	"52"	"74"	"80"	"139"	"154"	"152"	"129"	"149"	"156"	"159"	"160"	"177"	"186"	"198"	"213"	"319"
"7869"	"12"	"25"	"25"	"44"	"62"	"105"	"91"	"62"	"64"	"75"	"77"	"31"	"28"	"281"	"38"	"243"	"246"	"73"	"74"	"52"	"404"	"422"	"20"	"227"
"9421"	"12"	"15"	"10"	"27"	"31"	"53"	"65"	"78"	"62"	"69"	"76"	"117"	"179"	"125"	"118"	"135"	"140"	"144"	"304"	"431"	"167"	"314"	"221"	"314"
"23152"	"12"	"15"	"10"	"27"	"31"	"59"	"142"	"79"	"102"	"136"	"195"	"202"	"237"	"272"	"43"	"321"	"200"	"12"	"283"	"309"	"80"	"338"	"342"	"496"
"51528"	"12"	"24"	"31"	"32"	"42"	"94"	"115"	"122"	"133"	"115"	"139"	"152"	"142"	"57"	"63"	"237"	"253"	"131"	"210"	"133"	"148"	"261"	"277"	"306"
"3048"	"12"	"15"	"10"	"27"	"31"	"29"	"142"	"78"	"83"	"92"	"100"	"117"	"113"	"129"	"56"	"176"	"284"	"346"	"376"	"390"	"291"	"444"	"490"	"508"
"2800"	"12"	"13"	"13"	"18"	"16"	"88"	"11"	"110"	"167"	"41"	"41"	"89"	"129"	"147"	"345"	"368"	"382"	"281"	"209"	"466"	"498"	"535"	"574"	"304"
"23432"	"12"	"24"	"31"	"32"	"42"	"94"	"115"	"122"	"133"	"92"	"100"	"117"	"113"	"129"	"128"	"270"	"284"	"346"	"376"	"390"	"291"	"444"	"490"	"508"
"58497"	"12"	"30"	"28"	"17"	"41"	"103"	"31"	"32"	"123"	"178"	"203"	"109"	"18"	"68"	"232"	"253"	"329"	"335"	"348"	"107"	"221"	"205"	"382"	"410"
"51230"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"82"	"88"	"101"	"107"	"121"	"141"	"154"	"168"	"174"	"179"	"192"	"202"	"491"	"323"	"13"
"5820"	"12"	"25"	"25"	"44"	"105"	"105"	"91"	"95"	"157"	"108"	"172"	"228"	"251"	"113"	"46"	"58"	"88"	"60"	"120"	"86"	"65"	"459"	"442"	"526"
"56925"	"12"	"34"	"39"	"19"	"32"	"28"	"42"	"135"	"172"	"136"	"133"	"113"	"124"	"141"	"227"	"247"	"230"	"243"	"221"	"305"	"168"	"555"	"339"	"228"
"4756"	"12"	"15"	"51"	"33"	"44"	"53"	"65"	"59"	"62"	"69"	"76"	"160"	"179"	"125"	"118"	"135"	"140"	"144"	"304"	"431"	"167"	"314"	"221"	"314"
"4920"	"12"	"28"	"39"	"7"	"77"	"92"	"26"	"23"	"124"	"18"	"164"	"26"	"87"	"95"	"29"	"37"	"41"	"40"	"427"	"245"	"388"	"406"	"307"	"464"
"177"	"12"	"24"	"31"	"32"	"42"	"23"	"37"	"86"	"27"	"72"	"79"	"94"	"99"	"111"	"124"	"143"	"151"	"57"	"56"	"170"	"177"	"192"	"461"	"49"
"3490"	"12"	"21"	"46"	"13"	"76"	"91"	"58"	"123"	"125"	"142"	"165"	"180"	"203"	"231"	"268"	"294"	"301"	"321"	"347"	"355"	"389"	"404"	"452"	"466"
"9103"	"12"	"21"	"46"	"50"	"81"	"95"	"117"	"85"	"136"	"154"	"180"	"192"	"223"	"251"	"290"	"313"	"327"	"345"	"375"	"389"	"422"	"443"	"488"	"506"
"23081"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"23"	"187"	"157"	"176"	"196"	"229"	"249"	"141"	"187"	"98"	"404"	"331"	"234"	"533"	"561"
"6833"	"12"	"26"	"15"	"62"	"80"	"28"	"42"	"34"	"33"	"33"	"42"	"50"	"49"	"53"	"55"	"69"	"73"	"77"	"123"	"111"	"140"	"141"	"348"	"363"
"51284"	"12"	"24"	"31"	"7"	"77"	"92"	"37"	"86"	"137"	"155"	"79"	"94"	"99"	"111"	"124"	"143"	"151"	"57"	"56"	"170"	"177"	"192"	"56"	"209"
"51311"	"12"	"24"	"31"	"7"	"77"	"92"	"37"	"86"	"137"	"155"	"79"	"94"	"99"	"111"	"124"	"143"	"151"	"57"	"56"	"170"	"177"	"192"	"56"	"209"
"55796"	"12"	"30"	"28"	"54"	"92"	"106"	"31"	"32"	"91"	"83"	"106"	"121"	"131"	"151"	"60"	"77"	"346"	"85"	"378"	"392"	"423"	"447"	"493"	"512"
"27065"	"12"	"24"	"7"	"56"	"27"	"30"	"46"	"127"	"138"	"8"	"19"	"49"	"224"	"253"	"291"	"316"	"72"	"350"	"72"	"65"	"423"	"250"	"280"	"296"
"5228"	"12"	"28"	"46"	"13"	"76"	"91"	"58"	"123"	"125"	"142"	"108"	"124"	"135"	"11"	"100"	"101"	"107"	"30"	"165"	"181"	"124"	"137"	"147"	"164"
"8718"	"12"	"11"	"31"	"7"	"7"	"23"	"37"	"86"	"27"	"72"	"79"	"94"	"99"	"111"	"124"	"143"	"151"	"57"	"56"	"170"	"177"	"77"	"79"	"86"
"3559"	"12"	"28"	"51"	"7"	"7"	"118"	"145"	"96"	"8"	"170"	"15"	"147"	"167"	"186"	"216"	"235"	"251"	"260"	"85"	"290"	"321"	"334"	"373"	"384"
"200894"	"12"	"28"	"11"	"40"	"71"	"73"	"143"	"12"	"87"	"67"	"74"	"10"	"93"	"226"	"317"	"148"	"20"	"385"	"127"	"128"	"384"	"160"	"165"	"188"
"7270"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"23"	"187"	"47"	"151"	"35"	"44"	"260"	"197"	"90"	"9"	"401"	"365"	"376"	"423"	"438"
"3767"	"12"	"26"	"15"	"62"	"80"	"28"	"42"	"34"	"33"	"33"	"42"	"50"	"49"	"53"	"55"	"69"	"73"	"77"	"123"	"111"	"140"	"141"	"348"	"363"
"4908"	"12"	"30"	"27"	"39"	"86"	"48"	"62"	"137"	"147"	"173"	"173"	"158"	"177"	"198"	"281"	"251"	"264"	"422"	"260"	"476"	"508"	"549"	"539"	"406"
"6692"	"12"	"28"	"11"	"53"	"84"	"22"	"36"	"30"	"25"	"24"	"39"	"218"	"74"	"181"	"262"	"202"	"247"	"241"	"99"	"396"	"385"	"121"	"151"	"367"
"1381"	"12"	"26"	"34"	"36"	"48"	"55"	"75"	"73"	"68"	"78"	"82"	"97"	"103"	"115"	"134"	"151"	"161"	"166"	"170"	"184"	"194"	"209"	"223"	"242"
"8322"	"12"	"21"	"27"	"40"	"6"	"73"	"87"	"91"	"93"	"102"	"119"	"73"	"137"	"168"	"301"	"212"	"223"	"362"	"392"	"410"	"442"	"40"	"36"	"43"
"57016"	"12"	"26"	"34"	"36"	"48"	"55"	"75"	"73"	"68"	"78"	"82"	"97"	"103"	"115"	"134"	"151"	"161"	"166"	"170"	"184"	"194"	"209"	"223"	"242"
"11061"	"12"	"26"	"39"	"7"	"77"	"3"	"24"	"23"	"17"	"16"	"16"	"26"	"22"	"21"	"29"	"37"	"41"	"40"	"427"	"265"	"9"	"301"	"330"	"349"
"5522"	"12"	"28"	"20"	"3"	"50"	"42"	"21"	"51"	"11"	"53"	"12"	"74"	"13"	"87"	"96"	"97"	"28"	"14"	"28"	"122"	"117"	"153"	"39"	"182"
"10395"	"12"	"15"	"10"	"5"	"5"	"3"	"39"	"33"	"29"	"28"	"34"	"43"	"41"	"46"	"48"	"60"	"62"	"62"	"63"	"336"	"67"	"379"	"429"	"443"
"1028"	"12"	"21"	"46"	"13"	"76"	"91"	"58"	"6"	"125"	"191"	"214"	"231"	"264"	"293"	"344"	"367"	"301"	"412"	"445"	"465"	"389"	"404"	"452"	"466"
"5768"	"12"	"26"	"15"	"17"	"14"	"56"	"58"	"123"	"125"	"142"	"165"	"180"	"203"	"231"	"268"	"294"	"301"	"321"	"347"	"355"	"389"	"404"	"452"	"466"
"3570"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"170"	"42"	"109"	"120"	"135"	"152"	"284"	"273"	"299"	"225"	"208"	"220"	"233"	"258"	"276"
"3569"	"12"	"26"	"15"	"62"	"80"	"28"	"42"	"34"	"33"	"33"	"42"	"50"	"49"	"53"	"55"	"69"	"73"	"77"	"123"	"111"	"140"	"141"	"257"	"275"
"54106"	"12"	"28"	"39"	"7"	"77"	"92"	"37"	"86"	"17"	"15"	"79"	"94"	"99"	"111"	"124"	"143"	"151"	"137"	"56"	"170"	"177"	"192"	"56"	"209"
"7098"	"12"	"28"	"42"	"59"	"103"	"116"	"142"	"152"	"166"	"190"	"213"	"230"	"263"	"292"	"343"	"262"	"273"	"291"	"225"	"242"	"258"	"278"	"304"	"326"
"10297"	"12"	"13"	"18"	"5"	"5"	"3"	"39"	"33"	"29"	"28"	"34"	"43"	"41"	"46"	"48"	"60"	"62"	"62"	"63"	"336"	"67"	"379"	"429"	"443"
"7941"	"12"	"28"	"42"	"59"	"103"	"116"	"142"	"152"	"166"	"190"	"213"	"230"	"263"	"292"	"343"	"262"	"273"	"291"	"225"	"464"	"496"	"534"	"571"	"601"
"114548"	"12"	"15"	"10"	"42"	"60"	"78"	"120"	"79"	"24"	"82"	"88"	"101"	"127"	"109"	"309"	"264"	"129"	"164"	"243"	"166"	"277"	"471"	"400"	"274"
"4151"	"12"	"24"	"24"	"36"	"52"	"52"	"47"	"39"	"102"	"23"	"187"	"55"	"58"	"238"	"65"	"41"	"158"	"411"	"360"	"371"	"264"	"91"	"299"	"108"
"9947"	"12"	"15"	"28"	"9"	"6"	"15"	"142"	"29"	"166"	"23"	"61"	"157"	"232"	"181"	"152"	"326"	"154"	"266"	"69"	"157"	"168"	"374"	"199"	"273"
"9429"	"12"	"11"	"35"	"54"	"92"	"106"	"131"	"143"	"158"	"181"	"205"	"221"	"252"	"40"	"325"	"349"	"363"	"393"	"426"	"445"	"477"	"515"	"552"	"85"
"10653"	"12"	"11"	"11"	"51"	"84"	"104"	"130"	"142"	"48"	"180"	"204"	"220"	"250"	"154"	"179"	"348"	"172"	"392"	"170"	"442"	"259"	"338"	"223"	"327"
"7832"	"12"	"34"	"47"	"55"	"45"	"50"	"55"	"60"	"173"	"197"	"115"	"104"	"238"	"273"	"359"	"381"	"395"	"426"	"463"	"481"	"143"	"488"	"929"	"959"
"406903"	"12"	"24"	"7"	"56"	"27"	"30"	"44"	"53"	"2"	"4"	"4"	"4"	"80"	"89"	"5"	"14"	"13"	"13"	"12"	"12"	"12"	"18"	"13"	"20"
"83463"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"102"	"39"	"187"	"55"	"101"	"61"	"65"	"41"	"45"	"217"	"42"	"37"	"32"	"72"	"570"	"46"
"1875"	"12"	"15"	"10"	"5"	"18"	"12"	"78"	"6"	"38"	"191"	"214"	"231"	"264"	"293"	"344"	"367"	"54"	"412"	"445"	"465"	"181"	"194"	"209"	"233"
"283219"	"12"	"28"	"31"	"32"	"84"	"72"	"110"	"141"	"118"	"146"	"41"	"89"	"193"	"195"	"117"	"133"	"138"	"143"	"192"	"207"	"219"	"19"	"256"	"522"
"64112"	"12"	"14"	"16"	"19"	"93"	"65"	"88"	"72"	"61"	"170"	"91"	"105"	"174"	"131"	"282"	"327"	"339"	"29"	"225"	"28"	"431"	"468"	"511"	"191"
"23135"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"23"	"187"	"157"	"176"	"196"	"229"	"249"	"141"	"187"	"98"	"404"	"331"	"234"	"533"	"561"
"3552"	"12"	"15"	"10"	"7"	"5"	"92"	"26"	"118"	"126"	"144"	"167"	"109"	"120"	"135"	"152"	"284"	"160"	"425"	"145"	"3"	"376"	"388"	"437"	"209"
"250"	"12"	"13"	"46"	"13"	"76"	"91"	"58"	"110"	"172"	"196"	"217"	"211"	"240"	"295"	"363"	"370"	"384"	"429"	"332"	"478"	"499"	"536"	"530"	"554"
"56954"	"12"	"26"	"15"	"17"	"14"	"56"	"16"	"15"	"9"	"48"	"128"	"128"	"19"	"70"	"77"	"94"	"98"	"101"	"65"	"117"	"396"	"483"	"325"	"93"
"6286"	"12"	"26"	"15"	"17"	"14"	"56"	"16"	"15"	"9"	"48"	"128"	"128"	"19"	"201"	"70"	"247"	"336"	"207"	"275"	"167"	"434"	"292"	"461"	"49"
"8743"	"12"	"28"	"31"	"32"	"7"	"23"	"37"	"86"	"27"	"72"	"79"	"94"	"99"	"111"	"124"	"143"	"151"	"57"	"56"	"170"	"177"	"77"	"56"	"209"
"4821"	"12"	"26"	"15"	"62"	"80"	"28"	"42"	"34"	"33"	"33"	"42"	"50"	"49"	"53"	"55"	"69"	"73"	"77"	"123"	"111"	"140"	"141"	"257"	"275"
"590"	"12"	"28"	"51"	"7"	"5"	"118"	"145"	"155"	"29"	"28"	"34"	"236"	"163"	"160"	"211"	"231"	"97"	"100"	"97"	"335"	"368"	"429"	"528"	"552"
"5409"	"12"	"15"	"10"	"5"	"31"	"66"	"142"	"79"	"166"	"23"	"213"	"157"	"176"	"196"	"229"	"249"	"141"	"4"	"98"	"163"	"154"	"90"	"177"	"221"
"5176"	"12"	"30"	"46"	"13"	"76"	"91"	"22"	"20"	"137"	"155"	"181"	"193"	"213"	"3"	"114"	"213"	"135"	"140"	"151"	"289"	"320"	"428"	"459"	"253"
"5818"	"12"	"14"	"36"	"33"	"44"	"53"	"65"	"59"	"62"	"69"	"76"	"160"	"179"	"125"	"143"	"307"	"217"	"149"	"182"	"382"	"172"	"433"	"198"	"219"
"51438"	"12"	"15"	"31"	"38"	"59"	"98"	"132"	"132"	"35"	"104"	"169"	"137"	"207"	"235"	"195"	"213"	"308"	"329"	"252"	"365"	"155"	"420"	"334"	"106"
"920"	"12"	"21"	"27"	"40"	"6"	"73"	"87"	"91"	"93"	"102"	"119"	"73"	"137"	"168"	"301"	"212"	"223"	"362"	"392"	"410"	"442"	"40"	"36"	"43"
"7490"	"12"	"15"	"10"	"5"	"5"	"3"	"106"	"113"	"119"	"133"	"159"	"174"	"195"	"150"	"169"	"38"	"203"	"213"	"347"	"236"	"78"	"266"	"292"	"313"
"64399"	"12"	"15"	"40"	"27"	"44"	"59"	"78"	"42"	"89"	"97"	"68"	"55"	"101"	"61"	"127"	"83"	"211"	"217"	"88"	"245"	"98"	"105"	"129"	"147"
"200424"	"12"	"24"	"31"	"32"	"42"	"72"	"86"	"89"	"61"	"94"	"105"	"119"	"130"	"55"	"59"	"66"	"69"	"163"	"167"	"182"	"190"	"202"	"331"	"187"
"406952"	"12"	"24"	"7"	"56"	"27"	"30"	"44"	"53"	"2"	"4"	"4"	"4"	"80"	"89"	"5"	"14"	"13"	"13"	"12"	"12"	"12"	"18"	"13"	"20"
"3642"	"12"	"15"	"40"	"27"	"31"	"59"	"78"	"44"	"39"	"39"	"50"	"55"	"101"	"61"	"127"	"83"	"87"	"217"	"88"	"86"	"98"	"105"	"129"	"147"
"4103"	"12"	"14"	"16"	"19"	"49"	"100"	"88"	"139"	"97"	"176"	"64"	"77"	"245"	"279"	"319"	"115"	"122"	"126"	"128"	"129"	"307"	"317"	"357"	"127"
"51115"	"12"	"30"	"10"	"47"	"23"	"43"	"112"	"64"	"166"	"144"	"213"	"109"	"222"	"250"	"229"	"79"	"160"	"201"	"145"	"307"	"341"	"353"	"376"	"404"
"4744"	"12"	"30"	"28"	"29"	"39"	"43"	"57"	"52"	"1"	"54"	"63"	"75"	"78"	"88"	"97"	"110"	"118"	"123"	"122"	"124"	"138"	"155"	"162"	"351"
"200576"	"12"	"28"	"51"	"7"	"5"	"3"	"26"	"23"	"17"	"18"	"20"	"26"	"22"	"21"	"29"	"37"	"222"	"234"	"244"	"444"	"476"	"514"	"321"	"476"
"25802"	"12"	"17"	"19"	"9"	"6"	"5"	"71"	"68"	"73"	"81"	"87"	"64"	"106"	"120"	"8"	"136"	"167"	"145"	"262"	"191"	"243"	"283"	"234"	"254"
"6664"	"12"	"26"	"15"	"62"	"80"	"28"	"42"	"34"	"33"	"33"	"42"	"50"	"49"	"53"	"55"	"69"	"73"	"77"	"123"	"111"	"140"	"141"	"257"	"275"
"6656"	"12"	"14"	"16"	"19"	"28"	"32"	"41"	"37"	"29"	"63"	"106"	"121"	"131"	"151"	"60"	"77"	"124"	"85"	"79"	"74"	"249"	"94"	"101"	"113"
"3566"	"12"	"28"	"42"	"59"	"103"	"116"	"142"	"152"	"166"	"190"	"213"	"230"	"263"	"292"	"343"	"262"	"273"	"291"	"225"	"242"	"258"	"278"	"304"	"326"
"3565"	"12"	"28"	"51"	"7"	"23"	"118"	"145"	"118"	"8"	"170"	"42"	"109"	"120"	"135"	"152"	"284"	"273"	"77"	"225"	"208"	"220"	"233"	"258"	"276"
"2593"	"12"	"15"	"10"	"5"	"31"	"66"	"142"	"79"	"166"	"23"	"213"	"157"	"176"	"196"	"229"	"249"	"141"	"4"	"98"	"163"	"154"	"90"	"177"	"221"
"57670"	"12"	"28"	"39"	"7"	"77"	"24"	"6"	"81"	"125"	"142"	"194"	"124"	"135"	"177"	"47"	"59"	"131"	"61"	"61"	"54"	"209"	"225"	"240"	"330"
"23645"	"12"	"24"	"31"	"32"	"77"	"5"	"105"	"121"	"131"	"50"	"186"	"150"	"271"	"299"	"353"	"106"	"115"	"24"	"336"	"346"	"382"	"395"	"442"	"457"
"268"	"12"	"11"	"46"	"46"	"75"	"89"	"107"	"92"	"121"	"135"	"161"	"176"	"197"	"60"	"262"	"287"	"295"	"315"	"336"	"346"	"382"	"395"	"442"	"457"
"7318"	"12"	"24"	"31"	"32"	"42"	"72"	"86"	"89"	"85"	"94"	"105"	"119"	"130"	"55"	"59"	"66"	"69"	"163"	"167"	"182"	"190"	"202"	"218"	"238"
"5080"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"23"	"39"	"157"	"176"	"29"	"92"	"104"	"112"	"50"	"49"	"318"	"353"	"145"	"335"	"73"
"6447"	"12"	"15"	"31"	"46"	"71"	"73"	"83"	"92"	"28"	"135"	"61"	"29"	"74"	"181"	"90"	"303"	"313"	"413"	"313"	"110"	"126"	"183"	"199"	"273"
"84133"	"12"	"21"	"27"	"40"	"57"	"34"	"83"	"42"	"89"	"97"	"68"	"125"	"87"	"95"	"107"	"175"	"248"	"322"	"364"	"296"	"2"	"342"	"369"	"378"
"7179"	"12"	"11"	"11"	"51"	"19"	"87"	"26"	"23"	"154"	"18"	"20"	"26"	"22"	"21"	"29"	"37"	"41"	"40"	"427"	"173"	"134"	"516"	"124"	"225"
"3481"	"12"	"21"	"46"	"13"	"76"	"91"	"58"	"123"	"125"	"142"	"165"	"180"	"203"	"231"	"268"	"294"	"301"	"321"	"347"	"355"	"389"	"404"	"452"	"466"
"3487"	"12"	"21"	"46"	"13"	"76"	"91"	"58"	"123"	"125"	"142"	"165"	"180"	"203"	"231"	"268"	"294"	"301"	"321"	"347"	"355"	"389"	"404"	"452"	"466"
"7042"	"12"	"21"	"46"	"13"	"76"	"91"	"58"	"123"	"125"	"142"	"108"	"145"	"72"	"78"	"88"	"101"	"107"	"111"	"109"	"108"	"124"	"137"	"147"	"164"
"10645"	"12"	"13"	"13"	"4"	"28"	"32"	"143"	"112"	"32"	"41"	"215"	"232"	"73"	"177"	"207"	"192"	"244"	"323"	"222"	"292"	"312"	"139"	"149"	"89"
"814"	"12"	"15"	"47"	"55"	"23"	"80"	"94"	"97"	"28"	"27"	"33"	"42"	"40"	"45"	"151"	"64"	"67"	"25"	"25"	"24"	"25"	"25"	"21"	"27"
"4292"	"12"	"15"	"10"	"5"	"5"	"3"	"106"	"113"	"119"	"133"	"159"	"174"	"195"	"271"	"123"	"124"	"8"	"79"	"136"	"82"	"175"	"188"	"204"	"201"
"27295"	"12"	"26"	"11"	"9"	"6"	"55"	"75"	"73"	"61"	"12"	"92"	"19"	"115"	"132"	"149"	"161"	"227"	"343"	"425"	"443"	"475"	"182"	"331"	"187"
"2041"	"12"	"26"	"51"	"9"	"6"	"5"	"49"	"140"	"154"	"177"	"152"	"165"	"246"	"280"	"320"	"344"	"154"	"145"	"159"	"438"	"471"	"504"	"80"	"23"
"238"	"12"	"28"	"39"	"9"	"6"	"5"	"71"	"23"	"17"	"5"	"16"	"178"	"144"	"167"	"255"	"210"	"349"	"374"	"405"	"321"	"355"	"22"	"407"	"558"
"356"	"12"	"28"	"51"	"7"	"7"	"118"	"145"	"96"	"8"	"170"	"15"	"147"	"167"	"186"	"216"	"235"	"251"	"260"	"85"	"3"	"341"	"415"	"390"	"478"
"10926"	"12"	"15"	"10"	"16"	"18"	"12"	"19"	"18"	"10"	"13"	"11"	"20"	"12"	"15"	"20"	"25"	"27"	"28"	"367"	"103"	"122"	"132"	"137"	"159"
"10397"	"12"	"24"	"35"	"14"	"19"	"98"	"67"	"132"	"9"	"195"	"120"	"238"	"150"	"254"	"191"	"317"	"224"	"275"	"249"	"263"	"285"	"299"	"201"	"224"
"92335"	"12"	"28"	"23"	"29"	"28"	"32"	"41"	"37"	"32"	"31"	"40"	"48"	"46"	"82"	"207"	"227"	"244"	"253"	"271"	"64"	"79"	"88"	"150"	"167"
"143384"	"12"	"15"	"31"	"32"	"42"	"80"	"94"	"56"	"54"	"20"	"23"	"174"	"26"	"25"	"34"	"284"	"292"	"44"	"332"	"342"	"376"	"388"	"437"	"452"
"929"	"12"	"26"	"15"	"17"	"14"	"56"	"16"	"15"	"9"	"48"	"79"	"94"	"99"	"243"	"80"	"98"	"137"	"142"	"56"	"170"	"340"	"484"	"56"	"209"
"2819"	"12"	"26"	"15"	"17"	"14"	"56"	"29"	"34"	"33"	"33"	"42"	"50"	"49"	"53"	"55"	"69"	"73"	"77"	"123"	"111"	"140"	"141"	"257"	"275"
"3948"	"12"	"26"	"34"	"36"	"48"	"55"	"75"	"73"	"77"	"12"	"92"	"19"	"68"	"70"	"77"	"94"	"98"	"101"	"189"	"228"	"308"	"318"	"351"	"370"
"27141"	"12"	"11"	"35"	"38"	"60"	"12"	"66"	"67"	"20"	"42"	"37"	"110"	"123"	"124"	"158"	"170"	"25"	"309"	"328"	"153"	"163"	"4"	"461"	"721"
"25945"	"12"	"14"	"36"	"33"	"44"	"53"	"65"	"59"	"62"	"69"	"76"	"160"	"179"	"125"	"143"	"307"	"217"	"149"	"182"	"382"	"172"	"433"	"198"	"219"
"8824"	"12"	"26"	"34"	"36"	"48"	"55"	"75"	"73"	"141"	"162"	"192"	"201"	"231"	"263"	"302"	"328"	"340"	"364"	"394"	"412"	"444"	"469"	"512"	"534"
"54984"	"12"	"24"	"24"	"37"	"90"	"17"	"25"	"22"	"15"	"17"	"30"	"171"	"115"	"214"	"205"	"127"	"32"	"347"	"32"	"179"	"203"	"156"	"264"	"563"
"43"	"12"	"28"	"51"	"7"	"5"	"118"	"145"	"155"	"29"	"28"	"34"	"236"	"163"	"160"	"211"	"231"	"97"	"100"	"97"	"335"	"368"	"429"	"528"	"552"
"3670"	"12"	"24"	"24"	"37"	"90"	"17"	"25"	"22"	"15"	"17"	"17"	"24"	"20"	"19"	"27"	"35"	"39"	"38"	"52"	"47"	"19"	"27"	"23"	"29"
"9501"	"12"	"13"	"13"	"18"	"16"	"88"	"11"	"110"	"18"	"19"	"24"	"179"	"265"	"6"	"266"	"295"	"16"	"139"	"16"	"15"	"16"	"24"	"19"	"26"
"79728"	"12"	"15"	"10"	"5"	"5"	"3"	"106"	"113"	"119"	"133"	"159"	"174"	"195"	"223"	"258"	"38"	"12"	"10"	"40"	"33"	"158"	"170"	"53"	"202"
"7471"	"12"	"28"	"27"	"40"	"57"	"34"	"83"	"42"	"89"	"97"	"68"	"125"	"87"	"95"	"107"	"196"	"211"	"222"	"228"	"245"	"262"	"406"	"307"	"329"
"6091"	"12"	"24"	"24"	"37"	"90"	"17"	"25"	"22"	"15"	"17"	"17"	"24"	"20"	"19"	"27"	"35"	"39"	"38"	"52"	"47"	"19"	"27"	"23"	"29"
"945"	"12"	"26"	"15"	"17"	"14"	"56"	"16"	"15"	"136"	"154"	"180"	"192"	"223"	"251"	"290"	"313"	"327"	"345"	"375"	"389"	"422"	"443"	"488"	"506"
"51728"	"12"	"15"	"7"	"12"	"24"	"22"	"36"	"30"	"25"	"24"	"39"	"47"	"151"	"35"	"44"	"260"	"197"	"90"	"9"	"204"	"372"	"71"	"70"	"79"
"23462"	"12"	"24"	"24"	"27"	"31"	"59"	"78"	"44"	"39"	"39"	"50"	"228"	"101"	"113"	"127"	"83"	"87"	"157"	"88"	"86"	"98"	"105"	"129"	"526"
"7012"	"12"	"24"	"24"	"37"	"31"	"66"	"25"	"79"	"24"	"82"	"88"	"101"	"107"	"121"	"119"	"54"	"14"	"110"	"80"	"87"	"40"	"47"	"47"	"55"
"100507056"	"12"	"24"	"31"	"32"	"42"	"23"	"37"	"86"	"27"	"72"	"79"	"94"	"99"	"111"	"124"	"143"	"151"	"57"	"56"	"153"	"163"	"4"	"56"	"209"
"23049"	"12"	"24"	"24"	"37"	"90"	"17"	"25"	"22"	"15"	"17"	"17"	"24"	"20"	"19"	"27"	"35"	"39"	"38"	"52"	"47"	"19"	"27"	"23"	"29"
"129804"	"12"	"28"	"11"	"51"	"18"	"12"	"139"	"136"	"64"	"64"	"72"	"86"	"100"	"100"	"114"	"128"	"135"	"69"	"165"	"181"	"222"	"271"	"296"	"236"
